id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,figure_score,color_score,sound_target,figure_response,timestamp,color_target,position_score,position_target,color_response,color_tested,simulate,position_tested,sound_score,figure_target,position_response,sound_response,figure_tested,sound_tested
Due,male,22,training_train,training,ps2,2,2,53,6,white,circle,sounds/G.wav,Ledig,,,0,,1555328730288,,1,0,,0,no,1,0,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,54,8,white,circle,sounds/T.wav,Ledig,,,0,,1555328732871,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,55,4,white,circle,sounds/V.wav,Ledig,,,0,,1555328735443,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,56,8,white,circle,sounds/T.wav,Ledig,,,1,,1555328738029,,1,1,,0,no,1,1,,1,1,0,1
Due,male,22,training_train,training,ps2,2,2,57,6,white,circle,sounds/D.wav,Ledig,,,0,,1555328740607,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,58,3,white,circle,sounds/T.wav,Ledig,,,1,,1555328743190,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,59,5,white,circle,sounds/G.wav,Ledig,,,0,,1555328745774,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,60,5,white,circle,sounds/T.wav,Ledig,,,1,,1555328748345,,1,0,,0,no,1,0,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,61,4,white,circle,sounds/P.wav,Ledig,,,0,,1555328750920,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,62,5,white,circle,sounds/G.wav,Ledig,,,0,,1555328753503,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,1,1,white,circle,sounds/D.wav,Ledig,,,0,,1555328824734,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,2,6,white,circle,sounds/G.wav,Ledig,,,0,,1555328827309,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,3,1,white,circle,sounds/P.wav,Ledig,,,0,,1555328829894,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,4,6,white,circle,sounds/P.wav,Ledig,,,0,,1555328832493,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,5,5,white,circle,sounds/P.wav,Ledig,,,1,,1555328835085,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,6,0,white,circle,sounds/P.wav,Ledig,,,1,,1555328837674,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,7,0,white,circle,sounds/G.wav,Ledig,,,0,,1555328840244,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,8,1,white,circle,sounds/T.wav,Ledig,,,0,,1555328842817,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,9,1,white,circle,sounds/T.wav,Ledig,,,0,,1555328845421,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,10,1,white,circle,sounds/G.wav,Ledig,,,0,,1555328848010,,1,1,,0,no,1,0,,1,1,0,1
Due,male,22,training_train,training,ps2,2,2,11,6,white,circle,sounds/G.wav,Ledig,,,0,,1555328850588,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,12,2,white,circle,sounds/C.wav,Ledig,,,0,,1555328853162,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,13,6,white,circle,sounds/T.wav,Ledig,,,0,,1555328855740,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,14,1,white,circle,sounds/C.wav,Ledig,,,1,,1555328858320,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,15,7,white,circle,sounds/P.wav,Ledig,,,0,,1555328860900,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,16,5,white,circle,sounds/V.wav,Ledig,,,0,,1555328863471,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,17,1,white,circle,sounds/D.wav,Ledig,,,0,,1555328866047,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,18,8,white,circle,sounds/V.wav,Ledig,,,1,,1555328868629,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,19,6,white,circle,sounds/C.wav,Ledig,,,0,,1555328871211,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,20,8,white,circle,sounds/G.wav,Ledig,,,0,,1555328873795,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,21,2,white,circle,sounds/E.wav,Ledig,,,0,,1555328876388,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,22,6,white,circle,sounds/E.wav,Ledig,,,0,,1555328878977,,1,0,,0,no,1,0,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,23,2,white,circle,sounds/C.wav,Ledig,,,0,,1555328881575,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,24,3,white,circle,sounds/G.wav,Ledig,,,0,,1555328884147,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,25,6,white,circle,sounds/B.wav,Ledig,,,0,,1555328886719,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,26,1,white,circle,sounds/G.wav,Ledig,,,1,,1555328889293,,1,0,,0,no,1,0,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,27,6,white,circle,sounds/V.wav,Ledig,,,0,,1555328891876,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,28,1,white,circle,sounds/G.wav,Ledig,,,1,,1555328894477,,0,1,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,29,4,white,circle,sounds/T.wav,Ledig,,,0,,1555328897040,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,30,1,white,circle,sounds/D.wav,Ledig,,,0,,1555328899632,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,31,7,white,circle,sounds/P.wav,Ledig,,,0,,1555328902209,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,32,3,white,circle,sounds/D.wav,Ledig,,,1,,1555328904784,,1,0,,0,no,1,0,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,33,3,white,circle,sounds/C.wav,Ledig,,,0,,1555328907379,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,34,6,white,circle,sounds/C.wav,Ledig,,,0,,1555328909963,,1,0,,0,no,1,0,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,35,8,white,circle,sounds/V.wav,Ledig,,,0,,1555328912535,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,36,2,white,circle,sounds/C.wav,Ledig,,,1,,1555328915150,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,37,8,white,circle,sounds/C.wav,Ledig,,,0,,1555328917739,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,38,5,white,circle,sounds/B.wav,Ledig,,,0,,1555328920310,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,39,4,white,circle,sounds/C.wav,Ledig,,,1,,1555328922894,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,40,5,white,circle,sounds/G.wav,Ledig,,,0,,1555328925489,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,41,3,white,circle,sounds/G.wav,Ledig,,,0,,1555328928063,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,42,1,white,circle,sounds/V.wav,Ledig,,,0,,1555328930641,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,43,2,white,circle,sounds/C.wav,Ledig,,,0,,1555328933212,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,44,8,white,circle,sounds/T.wav,Ledig,,,0,,1555328935784,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,45,1,white,circle,sounds/C.wav,Ledig,,,1,,1555328938367,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,46,1,white,circle,sounds/E.wav,Ledig,,,0,,1555328940951,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,47,1,white,circle,sounds/P.wav,Ledig,,,0,,1555328943546,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,48,2,white,circle,sounds/D.wav,Ledig,,,0,,1555328946114,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,49,0,white,circle,sounds/V.wav,Ledig,,,0,,1555328948685,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,50,0,white,circle,sounds/D.wav,Ledig,,,1,,1555328951261,,1,0,,0,no,1,0,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,51,2,white,circle,sounds/V.wav,Ledig,,,1,,1555328953856,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,52,2,white,circle,sounds/T.wav,Ledig,,,0,,1555328956424,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,53,3,white,circle,sounds/P.wav,Ledig,,,0,,1555328958999,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,54,2,white,circle,sounds/G.wav,Ledig,,,0,,1555328961582,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,55,4,white,circle,sounds/P.wav,Ledig,,,1,,1555328964183,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,56,7,white,circle,sounds/T.wav,Ledig,,,0,,1555328966769,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,57,8,white,circle,sounds/P.wav,Ledig,,,1,,1555328969367,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,58,1,white,circle,sounds/E.wav,Ledig,,,0,,1555328971950,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,59,8,white,circle,sounds/G.wav,Ledig,,,0,,1555328974533,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,60,1,white,circle,sounds/G.wav,Ledig,,,0,,1555328977134,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,61,2,white,circle,sounds/G.wav,Ledig,,,1,,1555328979715,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,62,5,white,circle,sounds/E.wav,Ledig,,,0,,1555328982295,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,1,2,white,circle,sounds/T.wav,Ledig,,,0,,1555329127049,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,2,8,white,circle,sounds/G.wav,Ledig,,,0,,1555329129624,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,3,3,white,circle,sounds/T.wav,Ledig,,,1,,1555329132210,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,4,6,white,circle,sounds/P.wav,Ledig,,,0,,1555329134787,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,5,3,white,circle,sounds/T.wav,Ledig,,,1,,1555329137394,,1,1,,0,no,1,1,,1,1,0,1
Due,male,22,training_train,training,ps2,2,2,6,3,white,circle,sounds/P.wav,Ledig,,,1,,1555329139989,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,7,2,white,circle,sounds/B.wav,Ledig,,,0,,1555329142561,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,8,6,white,circle,sounds/P.wav,Ledig,,,1,,1555329145147,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,9,2,white,circle,sounds/C.wav,Ledig,,,0,,1555329147737,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,10,4,white,circle,sounds/V.wav,Ledig,,,0,,1555329150318,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,11,7,white,circle,sounds/D.wav,Ledig,,,0,,1555329152888,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,12,3,white,circle,sounds/B.wav,Ledig,,,0,,1555329155466,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,13,7,white,circle,sounds/C.wav,Ledig,,,0,,1555329158049,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,14,5,white,circle,sounds/V.wav,Ledig,,,0,,1555329160642,,1,0,,0,no,1,0,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,15,4,white,circle,sounds/P.wav,Ledig,,,0,,1555329163219,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,16,7,white,circle,sounds/C.wav,Ledig,,,0,,1555329165821,,1,0,,0,no,1,0,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,17,1,white,circle,sounds/B.wav,Ledig,,,0,,1555329168401,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,18,4,white,circle,sounds/P.wav,Ledig,,,0,,1555329170976,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,19,8,white,circle,sounds/C.wav,Ledig,,,0,,1555329173548,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,20,5,white,circle,sounds/T.wav,Ledig,,,0,,1555329176123,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,21,8,white,circle,sounds/C.wav,Ledig,,,1,,1555329178709,,1,1,,0,no,1,0,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,22,5,white,circle,sounds/P.wav,Ledig,,,0,,1555329181301,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,23,7,white,circle,sounds/P.wav,Ledig,,,0,,1555329183876,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,24,5,white,circle,sounds/G.wav,Ledig,,,0,,1555329186462,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,25,0,white,circle,sounds/E.wav,Ledig,,,0,,1555329189042,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,26,5,white,circle,sounds/B.wav,Ledig,,,0,,1555329191626,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,27,8,white,circle,sounds/C.wav,Ledig,,,0,,1555329194206,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,28,6,white,circle,sounds/V.wav,Ledig,,,0,,1555329196778,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,29,4,white,circle,sounds/C.wav,Ledig,,,1,,1555329199367,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,30,6,white,circle,sounds/C.wav,Ledig,,,0,,1555329201968,,1,1,,0,no,1,0,,1,1,0,1
Due,male,22,training_train,training,ps2,2,2,31,4,white,circle,sounds/D.wav,Ledig,,,0,,1555329204572,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,32,8,white,circle,sounds/E.wav,Ledig,,,0,,1555329207140,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,33,4,white,circle,sounds/E.wav,Ledig,,,0,,1555329209735,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,34,5,white,circle,sounds/T.wav,Ledig,,,0,,1555329212304,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,35,1,white,circle,sounds/G.wav,Ledig,,,0,,1555329214879,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,36,8,white,circle,sounds/B.wav,Ledig,,,0,,1555329217453,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,37,2,white,circle,sounds/V.wav,Ledig,,,0,,1555329220025,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,38,8,white,circle,sounds/B.wav,Ledig,,,1,,1555329222620,,1,1,,0,no,1,1,,1,1,0,1
Due,male,22,training_train,training,ps2,2,2,39,2,white,circle,sounds/E.wav,Ledig,,,0,,1555329225202,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,40,4,white,circle,sounds/B.wav,Ledig,,,1,,1555329227790,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,41,8,white,circle,sounds/E.wav,Ledig,,,1,,1555329230370,,1,0,,0,no,1,0,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,42,3,white,circle,sounds/C.wav,Ledig,,,0,,1555329232945,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,43,1,white,circle,sounds/E.wav,Ledig,,,1,,1555329235528,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,44,4,white,circle,sounds/B.wav,Ledig,,,0,,1555329238108,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,45,8,white,circle,sounds/D.wav,Ledig,,,0,,1555329240683,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,46,2,white,circle,sounds/V.wav,Ledig,,,0,,1555329243255,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,47,5,white,circle,sounds/D.wav,Ledig,,,1,,1555329245838,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,48,5,white,circle,sounds/V.wav,Ledig,,,1,,1555329248441,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,49,3,white,circle,sounds/C.wav,Ledig,,,0,,1555329251010,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,50,5,white,circle,sounds/B.wav,Ledig,,,0,,1555329253596,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,51,4,white,circle,sounds/D.wav,Ledig,,,0,,1555329256168,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,52,6,white,circle,sounds/E.wav,Ledig,,,0,,1555329258748,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,53,2,white,circle,sounds/D.wav,Ledig,,,1,,1555329261329,,1,0,,0,no,1,1,,0,1,0,1
Due,male,22,training_train,training,ps2,2,2,54,7,white,circle,sounds/G.wav,Ledig,,,0,,1555329263912,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,55,6,white,circle,sounds/C.wav,Ledig,,,0,,1555329266501,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,56,2,white,circle,sounds/T.wav,Ledig,,,0,,1555329269076,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,57,2,white,circle,sounds/D.wav,Ledig,,,0,,1555329271650,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,58,4,white,circle,sounds/V.wav,Ledig,,,0,,1555329274222,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,59,2,white,circle,sounds/D.wav,Ledig,,,1,,1555329276805,,1,1,,0,no,1,0,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,60,4,white,circle,sounds/T.wav,Ledig,,,0,,1555329279395,,1,1,,0,no,1,1,,1,0,0,1
Due,male,22,training_train,training,ps2,2,2,61,4,white,circle,sounds/D.wav,Ledig,,,1,,1555329281975,,1,0,,0,no,1,0,,0,0,0,1
Due,male,22,training_train,training,ps2,2,2,62,7,white,circle,sounds/P.wav,Ledig,,,0,,1555329284550,,1,0,,0,no,1,1,,0,0,0,1
Due,male,22,training_train,posttest,pc2,2,2,1,5,dimgray,circle,,Ledig,,1,,,1555329329955,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,2,6,green,circle,,Ledig,,1,,,1555329332529,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,3,5,white,circle,,Ledig,,1,,,1555329335113,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,4,1,red,circle,,Ledig,,1,,,1555329337693,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,5,5,darkorange,circle,,Ledig,,1,,,1555329340276,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,6,6,darkorange,circle,,Ledig,,1,,,1555329342857,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,7,5,yellow,circle,,Ledig,,1,,,1555329345440,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,8,0,white,circle,,Ledig,,1,,,1555329348020,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,9,2,red,circle,,Ledig,,1,,,1555329350595,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,10,5,white,circle,,Ledig,,1,,,1555329353187,1,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,11,7,blue,circle,,Ledig,,1,,,1555329355759,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,12,5,dimgray,circle,,Ledig,,1,,,1555329358351,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,13,6,blue,circle,,Ledig,,1,,,1555329360946,1,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,14,7,green,circle,,Ledig,,1,,,1555329363514,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,15,2,red,circle,,Ledig,,1,,,1555329366086,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,16,2,blue,circle,,Ledig,,1,,,1555329368661,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,17,2,red,circle,,Ledig,,1,,,1555329371261,1,1,1,1,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,18,4,green,circle,,Ledig,,1,,,1555329373842,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,19,4,darkorange,circle,,Ledig,,1,,,1555329376413,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,20,7,blue,circle,,Ledig,,0,,,1555329379010,0,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,21,5,darkorange,circle,,Ledig,,0,,,1555329381577,1,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,22,3,dimgray,circle,,Ledig,,1,,,1555329384152,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,23,7,darkorange,circle,,Ledig,,1,,,1555329386750,1,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,24,3,darkorange,circle,,Ledig,,1,,,1555329389353,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,25,3,blue,circle,,Ledig,,1,,,1555329391922,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,26,2,red,circle,,Ledig,,1,,,1555329394497,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,27,2,blue,circle,,Ledig,,1,,,1555329397094,1,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,28,2,dimgray,circle,,Ledig,,1,,,1555329399675,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,29,7,green,circle,,Ledig,,1,,,1555329402252,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,30,3,darkorange,circle,,Ledig,,1,,,1555329404821,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,31,8,darkorange,circle,,Ledig,,1,,,1555329407399,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,32,8,yellow,circle,,Ledig,,1,,,1555329409973,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,33,1,white,circle,,Ledig,,1,,,1555329412545,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,34,1,yellow,circle,,Ledig,,0,,,1555329415136,1,0,0,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,35,2,white,circle,,Ledig,,0,,,1555329417709,1,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,36,1,white,circle,,Ledig,,1,,,1555329420306,0,1,1,0,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,37,0,red,circle,,Ledig,,1,,,1555329422872,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,38,1,white,circle,,Ledig,,1,,,1555329425482,1,1,1,1,1,no,1,,,1,,0,0
Due,male,22,training_train,posttest,pc2,2,2,39,3,white,circle,,Ledig,,1,,,1555329428052,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,40,2,yellow,circle,,Ledig,,1,,,1555329430631,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,41,4,white,circle,,Ledig,,1,,,1555329433223,1,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,42,8,blue,circle,,Ledig,,1,,,1555329435792,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,43,7,white,circle,,Ledig,,1,,,1555329438378,1,1,0,1,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,44,6,yellow,circle,,Ledig,,1,,,1555329440955,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,45,8,blue,circle,,Ledig,,1,,,1555329443530,0,1,0,0,1,no,1,,,0,,0,0
Due,male,22,training_train,posttest,pc2,2,2,46,7,yellow,circle,,Ledig,,0,,,1555329446096,1,1,0,0,1,no,1,,,0,,0,0
