id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_tested,sound_response,timestamp,color_response,position_response,position_target,figure_score,sound_score,color_score,sound_target,simulate,figure_target,color_target,position_tested,sound_tested,position_score,occupation,figure_response,color_tested
delfin,male,26,training_train,training,ps2,2,2,35,6,white,circle,sounds/T.wav,0,1,1555252479927,,1,1,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,36,1,white,circle,sounds/G.wav,0,0,1555252482505,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,37,1,white,circle,sounds/T.wav,0,0,1555252485071,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,38,5,white,circle,sounds/E.wav,0,0,1555252487657,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,39,4,white,circle,sounds/E.wav,0,0,1555252490237,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,40,2,white,circle,sounds/V.wav,0,0,1555252492824,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,41,0,white,circle,sounds/P.wav,0,0,1555252495407,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,42,1,white,circle,sounds/D.wav,0,0,1555252497990,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,43,3,white,circle,sounds/T.wav,0,0,1555252500574,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,44,1,white,circle,sounds/B.wav,0,0,1555252503172,,1,1,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,45,1,white,circle,sounds/P.wav,0,1,1555252505770,,0,0,,0,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,46,3,white,circle,sounds/T.wav,0,1,1555252508373,,1,0,,0,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,47,1,white,circle,sounds/P.wav,0,1,1555252510985,,1,1,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,48,3,white,circle,sounds/G.wav,0,0,1555252513569,,1,1,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,49,7,white,circle,sounds/D.wav,0,0,1555252516143,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,50,2,white,circle,sounds/G.wav,0,1,1555252518743,,0,0,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,51,1,white,circle,sounds/B.wav,0,1,1555252521342,,0,0,,0,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,52,0,white,circle,sounds/E.wav,0,0,1555252523925,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,53,5,white,circle,sounds/B.wav,0,1,1555252526523,,0,0,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,54,0,white,circle,sounds/D.wav,0,0,1555252529109,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,55,3,white,circle,sounds/B.wav,0,0,1555252531693,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,56,7,white,circle,sounds/D.wav,0,0,1555252534276,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,57,3,white,circle,sounds/T.wav,0,0,1555252536862,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,58,1,white,circle,sounds/D.wav,0,1,1555252539434,,0,0,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,59,3,white,circle,sounds/D.wav,0,0,1555252542012,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,60,1,white,circle,sounds/T.wav,0,0,1555252544595,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,61,0,white,circle,sounds/T.wav,0,1,1555252547192,,0,0,,0,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,62,3,white,circle,sounds/D.wav,0,1,1555252549767,,0,0,,0,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,1,0,white,circle,sounds/G.wav,0,0,1555252584551,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,2,6,white,circle,sounds/E.wav,0,0,1555252587132,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,3,6,white,circle,sounds/T.wav,0,0,1555252589718,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,4,7,white,circle,sounds/E.wav,0,1,1555252592312,,0,0,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,5,6,white,circle,sounds/P.wav,0,0,1555252594884,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,6,7,white,circle,sounds/E.wav,0,1,1555252597491,,0,1,,1,,1,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,7,1,white,circle,sounds/P.wav,0,0,1555252600069,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,8,7,white,circle,sounds/P.wav,0,1,1555252602672,,0,1,,0,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,9,7,white,circle,sounds/V.wav,0,0,1555252605256,,1,0,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,10,1,white,circle,sounds/D.wav,0,0,1555252607836,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,11,0,white,circle,sounds/G.wav,0,0,1555252610419,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,12,4,white,circle,sounds/P.wav,0,0,1555252613003,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,13,2,white,circle,sounds/E.wav,0,0,1555252615585,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,14,3,white,circle,sounds/T.wav,0,0,1555252618169,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,15,8,white,circle,sounds/V.wav,0,0,1555252620753,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,16,3,white,circle,sounds/T.wav,0,1,1555252623353,,1,1,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,17,5,white,circle,sounds/V.wav,0,1,1555252625953,,0,0,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,18,3,white,circle,sounds/V.wav,0,0,1555252628538,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,19,1,white,circle,sounds/G.wav,0,0,1555252631121,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,20,7,white,circle,sounds/B.wav,0,0,1555252633704,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,21,1,white,circle,sounds/G.wav,0,1,1555252636317,,1,1,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,22,4,white,circle,sounds/T.wav,0,0,1555252638888,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,23,3,white,circle,sounds/V.wav,0,0,1555252641457,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,24,7,white,circle,sounds/T.wav,0,0,1555252644041,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,25,4,white,circle,sounds/E.wav,0,0,1555252646624,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,26,2,white,circle,sounds/P.wav,0,0,1555252649207,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,27,7,white,circle,sounds/G.wav,0,0,1555252651791,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,28,6,white,circle,sounds/D.wav,0,0,1555252654374,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,29,8,white,circle,sounds/E.wav,0,0,1555252656957,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,30,6,white,circle,sounds/E.wav,0,0,1555252659549,,1,1,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,31,5,white,circle,sounds/V.wav,0,0,1555252662127,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,32,5,white,circle,sounds/C.wav,0,0,1555252664725,,1,0,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,33,7,white,circle,sounds/V.wav,0,0,1555252667311,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,34,5,white,circle,sounds/P.wav,0,0,1555252669894,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,35,0,white,circle,sounds/T.wav,0,0,1555252672460,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,36,3,white,circle,sounds/G.wav,0,0,1555252675043,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,37,0,white,circle,sounds/B.wav,0,0,1555252677638,,1,1,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,38,8,white,circle,sounds/G.wav,0,0,1555252680210,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,39,7,white,circle,sounds/V.wav,0,0,1555252682793,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,40,8,white,circle,sounds/T.wav,0,0,1555252685397,,1,1,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,41,7,white,circle,sounds/T.wav,0,0,1555252687978,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,42,7,white,circle,sounds/D.wav,0,0,1555252690558,,1,0,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,43,8,white,circle,sounds/G.wav,0,0,1555252693138,,1,0,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,44,2,white,circle,sounds/D.wav,0,0,1555252695713,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,45,4,white,circle,sounds/B.wav,0,0,1555252698297,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,46,6,white,circle,sounds/E.wav,0,0,1555252700880,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,47,7,white,circle,sounds/V.wav,0,0,1555252703463,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,48,1,white,circle,sounds/E.wav,0,1,1555252706058,,0,0,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,49,8,white,circle,sounds/V.wav,0,1,1555252708641,,0,0,,1,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,50,7,white,circle,sounds/C.wav,0,0,1555252711213,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,51,8,white,circle,sounds/V.wav,0,0,1555252713817,,1,1,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,52,3,white,circle,sounds/G.wav,0,0,1555252716397,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,53,3,white,circle,sounds/G.wav,0,0,1555252718981,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,54,4,white,circle,sounds/B.wav,0,0,1555252721567,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,55,3,white,circle,sounds/C.wav,0,0,1555252724150,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,56,1,white,circle,sounds/C.wav,0,0,1555252726716,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,57,0,white,circle,sounds/T.wav,0,0,1555252729320,,1,0,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,58,7,white,circle,sounds/D.wav,0,0,1555252731900,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,59,0,white,circle,sounds/C.wav,0,0,1555252734483,,0,1,,1,,0,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,60,1,white,circle,sounds/C.wav,0,0,1555252737067,,0,0,,1,,0,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,61,7,white,circle,sounds/C.wav,0,0,1555252739650,,0,0,,0,,1,no,,,1,1,1,I arbejde,,0
delfin,male,26,training_train,training,ps2,2,2,62,1,white,circle,sounds/C.wav,0,1,1555252742245,,0,1,,1,,1,no,,,1,1,0,I arbejde,,0
delfin,male,26,training_train,posttest,pc2,2,2,1,0,green,circle,,0,,1555252784157,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,2,4,yellow,circle,,0,,1555252786737,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,3,0,green,circle,,0,,1555252789350,1,1,1,,,1,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,4,2,red,circle,,0,,1555252791924,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,5,6,darkorange,circle,,0,,1555252794508,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,6,6,yellow,circle,,0,,1555252797091,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,7,2,darkorange,circle,,0,,1555252799680,0,1,0,,,0,,no,,1,1,0,0,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,8,6,dimgray,circle,,0,,1555252802258,0,0,1,,,1,,no,,0,1,0,0,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,9,6,green,circle,,0,,1555252804841,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,10,6,blue,circle,,0,,1555252807436,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,11,6,dimgray,circle,,0,,1555252810034,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,12,7,blue,circle,,0,,1555252812613,1,0,0,,,1,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,13,6,green,circle,,0,,1555252815206,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,14,7,green,circle,,0,,1555252817787,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,15,1,white,circle,,0,,1555252820361,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,16,4,white,circle,,0,,1555252822945,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,17,5,blue,circle,,0,,1555252825528,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,18,0,blue,circle,,0,,1555252828111,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,19,5,red,circle,,0,,1555252830718,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,20,4,yellow,circle,,0,,1555252833295,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,21,6,red,circle,,0,,1555252835890,1,0,0,,,1,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,22,1,yellow,circle,,0,,1555252838479,1,0,0,,,1,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,23,6,dimgray,circle,,0,,1555252841083,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,24,3,green,circle,,0,,1555252843664,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,25,8,white,circle,,0,,1555252846244,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,26,7,blue,circle,,0,,1555252848830,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,27,7,dimgray,circle,,0,,1555252851411,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,28,0,darkorange,circle,,0,,1555252853982,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,29,2,darkorange,circle,,0,,1555252856574,1,0,0,,,0,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,30,2,green,circle,,0,,1555252859149,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,31,4,dimgray,circle,,0,,1555252861732,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,32,8,green,circle,,0,,1555252864316,0,0,0,,,0,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,33,5,white,circle,,0,,1555252866899,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,34,6,yellow,circle,,0,,1555252869482,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,35,3,green,circle,,0,,1555252872066,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,36,1,blue,circle,,0,,1555252874649,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,37,5,green,circle,,0,,1555252877233,0,0,0,,,0,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,38,1,darkorange,circle,,0,,1555252879836,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,39,4,white,circle,,0,,1555252882417,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,40,8,dimgray,circle,,0,,1555252885000,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,41,3,darkorange,circle,,0,,1555252887583,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,42,7,dimgray,circle,,0,,1555252890170,0,0,0,,,0,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,43,0,red,circle,,0,,1555252892750,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,44,2,dimgray,circle,,0,,1555252895342,1,0,0,,,1,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,45,3,red,circle,,0,,1555252897940,1,0,0,,,1,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,46,0,red,circle,,0,,1555252900517,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,47,3,white,circle,,0,,1555252903124,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,48,7,red,circle,,0,,1555252905701,0,0,0,,,0,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,49,7,white,circle,,0,,1555252908288,0,0,0,,,0,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,50,7,darkorange,circle,,0,,1555252910894,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,51,5,red,circle,,0,,1555252913472,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,52,5,green,circle,,0,,1555252916038,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,53,5,red,circle,,0,,1555252918649,1,1,1,,,1,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,54,8,yellow,circle,,0,,1555252921222,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,55,2,white,circle,,0,,1555252923805,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,56,6,yellow,circle,,0,,1555252926371,0,0,0,,,0,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,57,2,dimgray,circle,,0,,1555252928977,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,58,4,yellow,circle,,0,,1555252931541,0,0,0,,,0,,no,,1,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,59,4,yellow,circle,,0,,1555252934124,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,60,4,darkorange,circle,,0,,1555252936716,0,1,1,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,61,7,dimgray,circle,,0,,1555252939291,0,0,0,,,1,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,pc2,2,2,62,4,yellow,circle,,0,,1555252941897,1,1,1,,,0,,no,,0,1,0,1,I arbejde,,1
delfin,male,26,training_train,posttest,fc2,2,2,1,4,red,triangle,,1,,1555252950291,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,2,4,blue,star,,1,,1555252952874,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,3,4,green,circle,,1,,1555252955461,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,4,4,dimgray,square,,1,,1555252958041,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,5,4,green,triangle,,1,,1555252960648,1,,,1,,1,,no,0,1,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,6,4,green,triangle,,1,,1555252963240,0,,,0,,1,,no,0,0,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,7,4,green,triangle,,1,,1555252965835,1,,,1,,1,,no,1,1,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,8,4,blue,triangle,,1,,1555252968432,0,,,1,,1,,no,1,0,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,9,4,green,star,,1,,1555252971009,0,,,1,,0,,no,0,1,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,10,4,yellow,square,,1,,1555252973579,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,11,4,dimgray,triangle,,1,,1555252976162,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,12,4,yellow,triangle,,1,,1555252978737,1,,,0,,1,,no,0,1,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,13,4,yellow,triangle,,1,,1555252981332,0,,,1,,1,,no,1,0,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,14,4,darkorange,triangle,,1,,1555252983921,0,,,1,,1,,no,1,0,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,15,4,darkorange,star,,1,,1555252986496,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,16,4,dimgray,square,,1,,1555252989079,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,17,4,blue,circle,,1,,1555252991680,1,,,1,,0,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,18,4,darkorange,square,,1,,1555252994286,1,,,1,,0,,no,1,0,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,19,4,red,star,,1,,1555252996864,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,20,4,blue,triangle,,1,,1555252999447,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,21,4,darkorange,triangle,,1,,1555253002030,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,22,4,blue,triangle,,1,,1555253004614,0,,,0,,0,,no,1,1,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,23,4,white,circle,,1,,1555253007200,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
delfin,male,26,training_train,posttest,fc2,2,2,24,4,yellow,triangle,,1,,1555253009792,0,,,1,,1,,no,1,0,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,25,4,green,circle,,1,,1555253012378,0,,,1,,1,,no,1,0,0,0,,I arbejde,1,1
delfin,male,26,training_train,posttest,fc2,2,2,26,4,blue,star,,1,,1555253014950,0,,,1,,1,,no,0,0,0,0,,I arbejde,0,1
