id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,simulate,sound_tested,color_score,position_target,figure_target,color_tested,color_target,sound_target,color_response,sound_score,sound_response,position_score,figure_response,figure_tested,figure_score,position_tested,timestamp,position_response,occupation
Fisk,female,22,training_transfer,training,ps2,2,2,40,2,white,circle,sounds\T.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901041447,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,41,1,white,circle,sounds\G.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901044014,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,42,0,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901046564,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,43,1,white,circle,sounds\G.wav,no,1,,1,,0,,1,,1,1,0,,0,,1,1554901049131,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,44,2,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901051681,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,45,4,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901054231,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,46,2,white,circle,sounds\C.wav,no,1,,1,,0,,1,,1,1,0,,0,,1,1554901056797,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,47,1,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901059348,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,48,0,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901061898,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,49,5,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901064447,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,50,4,white,circle,sounds\T.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901067015,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,51,5,white,circle,sounds\C.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901069615,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,52,4,white,circle,sounds\C.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901072165,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,53,7,white,circle,sounds\C.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901074731,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,54,2,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901077281,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,55,0,white,circle,sounds\C.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901079848,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,56,7,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901082398,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,57,0,white,circle,sounds\D.wav,no,1,,1,,0,,0,,0,1,1,,0,,1,1554901084982,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,58,2,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901087532,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,59,0,white,circle,sounds\T.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901090099,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,60,8,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901092649,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,61,2,white,circle,sounds\T.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901095215,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,62,6,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901097765,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,1,3,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901163834,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,2,5,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901166384,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,3,2,white,circle,sounds\E.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901168934,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,4,7,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901171485,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,5,5,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901174035,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,6,2,white,circle,sounds\C.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901176585,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,7,5,white,circle,sounds\B.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901179152,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,8,2,white,circle,sounds\V.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901181701,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,9,6,white,circle,sounds\B.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901184251,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,10,3,white,circle,sounds\B.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901186818,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,11,2,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901189369,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,12,4,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901191919,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,13,2,white,circle,sounds\E.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901194485,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,14,6,white,circle,sounds\G.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901197035,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,15,5,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901199585,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,16,8,white,circle,sounds\G.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901202153,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,17,6,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901204702,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,18,3,white,circle,sounds\E.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901207253,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,19,3,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901209803,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,20,8,white,circle,sounds\G.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901212369,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,21,0,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901214919,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,22,8,white,circle,sounds\D.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901217486,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,23,1,white,circle,sounds\B.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901220036,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,24,2,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901222586,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,25,8,white,circle,sounds\B.wav,no,1,,0,,0,,1,,0,0,0,,0,,1,1554901225153,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,26,4,white,circle,sounds\V.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901227703,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,27,8,white,circle,sounds\C.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901230253,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,28,5,white,circle,sounds\E.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901232803,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,29,8,white,circle,sounds\D.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901235370,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,30,5,white,circle,sounds\P.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901237919,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,31,2,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901240470,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,32,4,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901243020,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,33,8,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901245570,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,34,4,white,circle,sounds\D.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901248120,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,35,6,white,circle,sounds\B.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901250687,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,36,4,white,circle,sounds\C.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901253237,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,37,8,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901255787,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,38,8,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901258338,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,39,0,white,circle,sounds\G.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901260888,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,40,8,white,circle,sounds\B.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901263438,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,41,2,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901265988,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,42,8,white,circle,sounds\D.wav,no,1,,1,,0,,0,,0,1,0,,0,,1,1554901268554,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,43,4,white,circle,sounds\V.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901271121,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,44,4,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901273671,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,45,4,white,circle,sounds\C.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901276222,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,46,1,white,circle,sounds\C.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901278788,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,47,4,white,circle,sounds\E.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901281338,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,48,7,white,circle,sounds\C.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901283905,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,49,0,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901286455,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,50,3,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901289005,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,51,3,white,circle,sounds\C.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901291571,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,52,0,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901294122,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,53,2,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901296672,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,54,8,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901299222,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,55,4,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901301772,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,56,7,white,circle,sounds\E.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901304322,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,57,4,white,circle,sounds\T.wav,no,1,,1,,0,,1,,1,1,1,,0,,1,1554901306905,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,58,8,white,circle,sounds\E.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901309455,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,59,7,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901312006,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,60,8,white,circle,sounds\C.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901314572,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,61,6,white,circle,sounds\V.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901317139,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,62,5,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901319689,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,1,0,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901365241,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,2,5,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901367791,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,3,3,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901370341,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,4,5,white,circle,sounds\V.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901372907,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,5,3,white,circle,sounds\C.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901375457,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,6,0,white,circle,sounds\E.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901378007,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,7,1,white,circle,sounds\C.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901380575,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,8,7,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901383125,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,9,5,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901385675,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,10,7,white,circle,sounds\G.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901388241,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,11,2,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901390791,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,12,2,white,circle,sounds\G.wav,no,1,,0,,0,,1,,1,1,0,,0,,1,1554901393374,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,13,5,white,circle,sounds\E.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901395924,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,14,2,white,circle,sounds\V.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901398492,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,15,7,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901401042,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,16,7,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901403592,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,17,7,white,circle,sounds\T.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901406158,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,18,2,white,circle,sounds\T.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901408725,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,19,2,white,circle,sounds\T.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901411291,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,20,2,white,circle,sounds\V.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901413841,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,21,5,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901416392,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,22,8,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901418942,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,23,5,white,circle,sounds\B.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901421492,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,24,4,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901424042,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,25,2,white,circle,sounds\B.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901426592,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,26,6,white,circle,sounds\E.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901429142,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,27,3,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901431692,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,28,6,white,circle,sounds\E.wav,no,1,,1,,0,,1,,0,0,1,,0,,1,1554901434260,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,29,2,white,circle,sounds\V.wav,no,1,,0,,0,,1,,0,0,1,,0,,1,1554901436820,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,30,0,white,circle,sounds\V.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901439393,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,31,2,white,circle,sounds\P.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901441959,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,32,1,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901444509,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,33,7,white,circle,sounds\P.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901447076,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,34,3,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901449626,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,35,1,white,circle,sounds\C.wav,no,1,,0,,0,,0,,0,1,0,,0,,1,1554901452210,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,36,3,white,circle,sounds\E.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901454760,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,37,2,white,circle,sounds\C.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901457327,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,38,1,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901459877,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,39,2,white,circle,sounds\T.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901462443,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,40,4,white,circle,sounds\B.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901465010,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,41,5,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901467560,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,42,3,white,circle,sounds\T.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901470127,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,43,6,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901472677,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,44,7,white,circle,sounds\E.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901475227,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,45,1,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901477778,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,46,7,white,circle,sounds\P.wav,no,1,,1,,0,,0,,0,1,0,,0,,1,1554901480344,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,47,8,white,circle,sounds\T.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901482910,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,48,5,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901485461,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,49,8,white,circle,sounds\T.wav,no,1,,1,,0,,1,,1,1,1,,0,,1,1554901488045,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,50,0,white,circle,sounds\V.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901490611,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,51,4,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901493161,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,52,1,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901495711,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,53,8,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901498261,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,54,6,white,circle,sounds\P.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901500828,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,55,3,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901503379,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,56,3,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901505928,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,57,5,white,circle,sounds\V.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901508504,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,58,3,white,circle,sounds\T.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901511054,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,59,4,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901513604,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,60,3,white,circle,sounds\B.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901516171,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,61,6,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901518721,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,62,1,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901521272,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,1,4,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901561456,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,2,6,white,circle,sounds\G.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901564006,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,3,7,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901566556,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,4,3,white,circle,sounds\P.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901569106,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,5,7,white,circle,sounds\E.wav,no,1,,1,,0,,0,,1,0,1,,0,,1,1554901571672,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,6,2,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901574223,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,7,3,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,0,,0,,1,1554901576790,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,8,5,white,circle,sounds\C.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901579356,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,9,1,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901581906,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,10,3,white,circle,sounds\B.wav,no,1,,0,,0,,0,,1,0,0,,0,,1,1554901584473,1,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,11,2,white,circle,sounds\D.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901587040,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,12,4,white,circle,sounds\P.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901589606,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,13,8,white,circle,sounds\T.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901592157,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,14,4,white,circle,sounds\T.wav,no,1,,1,,0,,0,,1,0,0,,0,,1,1554901594707,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,15,6,white,circle,sounds\C.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901597274,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,16,5,white,circle,sounds\V.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901599824,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,17,0,white,circle,sounds\T.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901602390,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,18,8,white,circle,sounds\T.wav,no,1,,0,,0,,0,,0,1,1,,0,,1,1554901604957,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,19,6,white,circle,sounds\T.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901607523,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,20,6,white,circle,sounds\C.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901610074,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,21,1,white,circle,sounds\T.wav,no,1,,0,,0,,1,,1,1,1,,0,,1,1554901612641,0,Studerende
Fisk,female,22,training_transfer,training,ps2,2,2,22,4,white,circle,sounds\D.wav,no,1,,0,,0,,0,,1,0,1,,0,,1,1554901615191,0,Studerende
